IdentifierType,IdentifierValue,AmortizedCost_USDEquivalent,MarketValue_USDEquivalent,AccountingIntent,TypeOfHedge,HedgedRisk,HedgeInterestRate,HedgePercentage,HedgeHorizon,HedgedCashFlow,Sidedness,HedgingInstrumentAtFairValue,EffectivePortionOfCumulativeGainsAndLosses,ASU2017-12HedgeDesignations
ISIN,ID-005256,547368.9909,410078.139,EQ,1,9,4,0.3953,1/18/2017,3,2,1129948.904,377028.9722,1
INTERNAL,ID-005257,810907.3645,447228.8995,EQ,1,5,5,0.5444,11/30/2026,5,2,1048050.358,247411.8246,1
SEDOL,ID-005258,685966.761,589050.1817,EQ,2,3,2,0.6467,7/6/2021,2,1,1046677.288,228145.261,1
SEDOL,ID-005259,517906.3719,278660.9061,AFS,1,8,3,0.8086,12/26/2005,2,2,1344177.95,268891.494,1
INTERNAL,ID-005260,542181.6956,575296.3721,EQ,2,4,1,0.2225,3/8/2002,1,1,1518633.212,375230.9087,1
CUSIP,ID-005261,607277.0869,449914.3535,EQ,1,8,3,0.468,1/3/2011,5,1,1030983.422,268551.7974,1
SEDOL,ID-005262,658963.0379,534282.554,AFS,1,9,1,0.4494,5/14/2001,5,2,1658034.989,309635.4142,3
ISIN,ID-005263,540634.7044,357337.4902,EQ,2,7,1,0.8622,10/28/2012,1,1,1225705.067,219984.2118,3
INTERNAL,ID-005264,636781.5352,429626.7997,AFS,1,6,5,0.8934,6/8/2006,1,1,1159744.101,211624.4949,3
ISIN,ID-005265,830636.4578,375675.9548,AFS,1,5,3,0.2172,11/21/2021,1,1,-713039.4923,398616.5551,1
CUSIP,ID-005266,549611.2009,430101.6836,AFS,1,1,4,0.0166,1/20/2025,6,2,1306962.985,212718.8573,1
ISIN,ID-005267,525395.7722,,EQ,2,6,2,0.8405,8/13/2025,4,2,1347692.272,322734.0475,2
CUSIP,ID-005268,703368.3182,652963.7814,HTM,1,8,5,0.9908,8/7/2005,2,2,1236536.868,352919.7288,3
INTERNAL,ID-005269,720520.1322,573242.7969,AFS,2,11,1,0.8517,12/10/2014,1,1,1484518.184,211900.4185,2
CUSIP,ID-005270,698993.1268,371013.3465,EQ,2,1,2,0.6004,3/2/2013,4,1,2261612.28,244452.5702,1
CUSIP,ID-005271,712160.7828,602608.7958,EQ,2,9,5,0.9452,7/24/2028,1,2,1863142.376,432384.3377,3
INTERNAL,ID-005272,608221.1335,191455.1935,AFS,1,1,3,0.2993,3/8/2014,5,2,1130066.876,214557.6346,2
INTERNAL,ID-005273,540762.8809,777186.1509,HTM,2,8,1,0.0764,1/3/2030,3,2,1412057.391,287987.089,1
CUSIP,ID-005274,632102.775,237551.3431,HTM,1,6,4,0.5434,11/6/2032,6,2,1095401.844,206789.5444,2
SEDOL,ID-005275,1075055.093,406476.3008,AFS,2,2,4,0.4106,6/20/2029,5,1,1058064.965,237897.9769,1
ISIN,ID-005276,703290.641,543474.3564,EQ,2,9,4,0.1858,2/6/2020,5,2,1361161.611,239324.9963,1
ISIN,ID-005277,634110.8053,528932.3877,EQ,1,4,4,0.7892,7/13/2026,3,1,1320170.298,389483.7446,3
INTERNAL,ID-005278,597494.6559,431261.4887,EQ,2,4,5,0.5818,11/18/2017,2,2,1059043.347,229518.0168,2
SEDOL,ID-005279,556579.1933,544694.0304,HTM,2,2,5,0.0506,6/15/2014,3,1,,223549.3214,3
SEDOL,ID-005280,563097.6964,609269.3919,HTM,2,6,2,0.1666,6/18/2003,5,2,1305098.259,397261.6884,3
SEDOL,ID-005281,709845.503,633939.5399,EQ,2,6,5,0.068,4/12/2024,3,2,1403332.73,348314.362,2
SEDOL,ID-005282,1154345.825,533142.9914,AFS,1,9,5,0.5267,4/6/2030,1,1,1964439.416,300236.6642,2
INTERNAL,ID-005283,537652.3033,500506.642,EQ,1,4,2,,8/24/2025,5,1,1003374.453,236514.9572,1
SEDOL,ID-005284,568955.6194,590616.0277,HTM,2,6,4,0.7157,1/8/2014,1,1,1542346.35,267515.9609,3
ISIN,ID-005285,719293.5849,488996.1826,HTM,2,3,3,0.7358,1/5/2033,4,2,2379954.265,237569.8254,3
ISIN,ID-005286,705884.5264,288617.4166,EQ,2,11,1,0.1362,9/27/2000,6,1,1107180.767,206889.1766,1
INTERNAL,ID-005287,808025.1541,446639.4559,AFS,2,7,5,0.7718,4/17/2029,2,2,1395597.478,239626.0177,2
INTERNAL,ID-005288,742264.996,475645.9634,AFS,1,7,1,0.9709,9/4/2030,1,2,1442998.306,246616.9192,3
INTERNAL,ID-005289,615738.4784,,HTM,2,1,5,0.6458,10/9/2015,6,2,1275973.909,322456.1032,1
SEDOL,ID-005290,612963.8506,573242.6299,EQ,2,6,1,0.0043,3/19/2016,2,1,1382456.841,226664.5533,2
INTERNAL,ID-005291,812729.5484,534315.714,AFS,2,7,4,0.9057,2/11/2021,4,1,1472783.211,356327.8085,2
ISIN,ID-005292,576991.5219,598448.5541,AFS,1,2,4,0.2994,8/31/2006,1,1,1366714.966,272789.8284,1
SEDOL,ID-005293,603003.9093,443222.5911,HTM,2,9,1,0.7054,4/23/2012,5,2,1017951.709,263797.24,2
SEDOL,ID-005294,592528.8803,306543.4074,HTM,2,2,4,0.5244,7/21/2014,6,1,1176620.542,251303.7486,1
INTERNAL,ID-005295,623445.7362,348144.4881,HTM,2,11,3,0.3363,5/11/2022,5,2,1089563.476,261974.0857,3
INTERNAL,ID-005296,699610.4626,501448.5823,AFS,2,8,1,0.1829,4/6/2014,6,2,1930273.908,216302.0012,3
SEDOL,ID-005297,552936.6952,516974.4252,AFS,2,3,4,0.1507,,2,1,1412366.15,223882.7296,3
INTERNAL,ID-005298,738172.1032,392972.0815,AFS,1,1,3,0.2095,9/14/2001,2,1,1233322.333,237227.0127,2
INTERNAL,ID-005299,,435935.536,AFS,2,10,4,0.93,4/5/2018,5,1,1071152.725,268075.4594,2
INTERNAL,ID-005300,7773961.386,395714.3328,AFS,2,7,3,,3/26/2034,4,2,1186396.355,320150.3891,1
INTERNAL,ID-005301,818003.8446,621654.7731,AFS,1,10,5,0.9851,3/2/2031,4,1,1064790.748,315578.5981,2
INTERNAL,ID-005302,571616.8764,,EQ,2,7,4,0.8768,3/29/2004,2,1,1101461.911,357401.5944,3
ISIN,ID-005303,778715.0972,579892.9111,AFS,1,1,3,0.8616,11/27/2023,4,2,1298821.605,238938.2176,2
CUSIP,ID-005304,799931.223,452432.955,EQ,2,4,1,0.3484,9/24/2024,5,1,1107891.866,316334.5083,1
INTERNAL,ID-005305,777438.9136,668549.759,AFS,2,10,2,0.2194,8/19/2032,5,2,1494916.712,219684.8243,2
ISIN,ID-005306,729085.7545,564845.987,EQ,2,10,2,0.6407,6/21/2035,5,1,1301657.761,314200.8359,2
SEDOL,ID-005307,679568.3375,401098.02,AFS,1,5,3,0.3093,8/30/2014,5,1,1469263.462,203031.6542,3
ISIN,ID-005308,659219.3696,467291.1991,EQ,1,1,3,0.2676,4/6/2001,3,2,1167268.997,264334.0401,1
INTERNAL,ID-005309,785467.6194,657383.689,AFS,2,10,1,0.3268,4/17/2035,1,1,1915334.753,294201.5647,3
CUSIP,ID-005310,517032.5309,376543.2756,EQ,2,7,5,0.4694,1/17/2001,1,2,1178977.959,218136.4087,3
CUSIP,ID-005311,701475.9896,414951.9417,EQ,2,10,3,0.1456,3/13/2014,5,1,1323345.938,268120.5266,2
SEDOL,ID-005312,797766.3366,494651.8874,EQ,1,9,5,0.6427,5/14/2012,3,1,1040157.198,320943.2868,1
SEDOL,ID-005313,652831.2304,410186.7165,AFS,1,11,5,0.0178,9/30/2014,2,2,1128105.128,233910.295,1
CUSIP,ID-005314,1084443.357,451291.7429,EQ,2,6,2,0.65,7/11/2011,2,1,1289680.867,258019.8236,2
CUSIP,ID-005315,767261.1397,382250.4584,AFS,1,5,3,0.6774,7/8/2017,4,1,1200226.87,207185.0029,3
CUSIP,ID-005316,503826.0579,506701.2774,AFS,2,8,1,0.152,1/29/2004,6,1,1088375.49,206581.4582,2
INTERNAL,ID-005317,553743.8492,408794.0307,AFS,1,1,2,0.4112,1/1/2018,6,1,1362487.08,206488.5708,2
ISIN,ID-005318,542765.4517,454701.5356,EQ,1,8,5,0.8232,5/8/2009,1,1,1233843.75,246170.9259,2
SEDOL,ID-005319,518793.7252,410496.2139,EQ,2,7,4,0.0581,2/20/2013,3,2,1056184.245,264116.3458,3
CUSIP,ID-005320,909592.0913,695207.9024,AFS,2,7,3,0.9544,4/23/2030,3,2,1432302.311,227763.8375,3
INTERNAL,ID-005321,526125.3622,792620.9302,AFS,2,8,2,0.3162,1/16/2004,5,2,1239228.466,223104.9811,3
ISIN,ID-005322,718499.6256,8580330.71,EQ,1,10,4,0.8611,3/17/2012,2,1,1329924.588,241029.362,2
CUSIP,ID-005323,833958.3864,409866.6734,HTM,2,5,1,0.4054,,2,1,1032574.427,290133.6926,2
INTERNAL,ID-005324,617839.1108,447512.2605,HTM,2,1,3,0.2003,2/5/2025,1,2,1047494.894,249670.4571,3
SEDOL,ID-005325,593360.8081,390535.4795,EQ,2,8,1,0.1358,7/25/2017,2,1,1135081.871,218268.2382,1
INTERNAL,ID-005326,634892.7001,314025.4283,AFS,2,4,1,0.9389,7/5/2031,4,1,1065627.693,245534.398,1
SEDOL,ID-005327,625791.5811,445322.5628,EQ,1,9,5,0.6959,1/25/2028,6,2,1146193.852,241670.1474,1
INTERNAL,ID-005328,624439.666,641308.9412,AFS,1,1,5,0.7268,12/12/2034,3,2,1187300.834,306112.2801,1
ISIN,ID-005329,861160.3204,441988.8462,EQ,1,7,5,0.0968,12/23/2018,3,2,1073674.681,251084.243,3
INTERNAL,ID-005330,595755.2755,559958.3595,AFS,1,7,2,0.0972,12/3/2017,5,1,1988455.378,297197.6724,3
SEDOL,ID-005331,871291.2971,641353.6795,AFS,1,4,5,0.4355,4/16/2028,2,2,2174221.631,254690.941,2
INTERNAL,ID-005332,587698.5263,495521.4375,AFS,1,9,4,0.5607,10/22/2010,4,1,1256629.391,303044.8968,3
CUSIP,ID-005333,684960.1439,430849.471,EQ,2,9,5,0.4343,11/3/2018,4,1,1829959.422,431293.3945,3
INTERNAL,ID-005334,541232.7039,360355.5308,HTM,1,4,1,0.5339,7/5/2032,5,1,1156502.147,278725.4531,1
SEDOL,ID-005335,578612.6331,586779.6628,EQ,1,3,3,0.2375,6/17/2013,6,2,1151116.874,300464.8706,3
ISIN,ID-005336,544752.4229,626855.8325,AFS,1,8,3,0.4253,1/21/2012,6,1,1200210.263,219008.4704,2
CUSIP,ID-005337,574628.8074,543453.5847,EQ,1,5,3,0.0718,3/8/2006,6,1,1210789.228,333584.9028,2
INTERNAL,ID-005338,557504.7493,519825.4677,EQ,1,6,2,0.4398,10/2/2000,4,1,1369485.797,323794.789,2
INTERNAL,ID-005339,725226.4331,466207.1443,AFS,1,8,4,0.5568,5/4/2023,1,2,1304030.42,545471.9959,1
INTERNAL,ID-005340,696282.7373,624194.891,AFS,2,8,2,0.3121,7/19/2015,5,1,1238362.53,263313.0029,3
INTERNAL,ID-005341,610654.8263,485824.935,EQ,2,8,3,0.4171,2/26/2014,5,1,1133378.653,271129.7693,3
SEDOL,ID-005342,993332.3104,512856.3469,HTM,1,3,2,0.2521,10/18/2013,2,2,1386254.536,344400.6857,3
INTERNAL,ID-005343,559685.0204,275814.7619,EQ,1,6,5,0.3953,6/14/2031,3,2,1711808.855,276927.9001,1
CUSIP,ID-005344,543589.2047,389358.0092,EQ,1,1,5,0.1591,2/4/2009,3,2,1593002.674,251998.724,3
CUSIP,ID-005345,650032.3165,542296.5215,AFS,2,4,1,0.9363,1/8/2005,1,1,1187555.807,296377.7787,3
CUSIP,ID-005346,817154.0079,388324.8971,AFS,1,11,3,0.9248,4/27/2003,3,2,1037656.181,216764.4539,2
ISIN,ID-005347,548237.9335,581472.123,HTM,1,11,5,0.358,11/3/2012,1,2,2135348.615,238755.7203,3
CUSIP,ID-005348,604329.7267,367582.7487,HTM,2,2,4,0.4528,12/13/2011,2,2,1076460.986,231106.2555,3
INTERNAL,ID-005349,535733.045,516154.5388,HTM,1,7,4,0.1501,1/26/2004,5,2,1239820.69,303928.1833,2
INTERNAL,ID-005350,838462.266,613597.3941,HTM,2,8,1,0.9996,9/15/2019,1,2,1216400.104,234927.8082,1
SEDOL,ID-005351,773979.0563,448017.0938,EQ,2,10,5,0.7139,7/21/2034,6,1,1394028.499,263836.8404,1
ISIN,ID-005352,747332.8422,476981.787,EQ,1,2,5,0.6196,5/8/2002,1,1,1304621.229,239428.3716,1
INTERNAL,ID-005353,555668.5952,422756.2917,AFS,1,4,5,0.6399,6/22/2019,3,1,1572167.006,251212.322,1
SEDOL,ID-005354,888602.1638,666575.0504,EQ,1,8,3,0.9353,9/29/2003,5,1,1427164.738,245552.5521,3
ISIN,ID-005355,749763.4537,206577.4967,HTM,1,10,5,0.5492,10/14/2016,3,2,1315843.065,318569.9647,1
INTERNAL,ID-005356,774578.4872,538326.8291,EQ,1,3,4,0.5163,12/2/2020,5,2,1065968.651,304072.3377,2
ISIN,ID-005357,667553.5108,509524.9759,HTM,1,8,1,0.71,3/3/2012,1,1,1326858.37,211504.1613,1
ISIN,ID-005358,581040.9515,732159.9657,EQ,2,7,5,0.162,12/22/2012,1,1,1088292.733,253011.2918,3
CUSIP,ID-005359,771547.7009,611442.8925,HTM,1,10,2,0.5087,,5,1,1351325.932,253662.7311,1
INTERNAL,ID-005360,642233.6399,679138.0184,EQ,2,9,5,0.9579,10/27/2006,2,2,1336063.176,269237.3951,3
SEDOL,ID-005361,633770.6149,782552.182,HTM,2,10,1,0.6583,4/19/2032,3,2,1715163.624,247123.9061,2
CUSIP,ID-005362,581425.122,258113.067,HTM,2,11,3,0.3594,1/12/2012,4,2,1026381.269,276694.4281,1
INTERNAL,ID-005363,529652.0274,400334.6519,EQ,2,2,4,0.5894,2/17/2021,6,2,1168119.559,200621.6668,1
ISIN,ID-005364,576271.2585,430126.2162,EQ,2,9,2,0.7084,7/7/2032,1,2,1374382.488,213185.3835,3
ISIN,ID-005365,653700.623,,EQ,2,7,2,0.434,7/18/2033,4,1,1366142.653,437583.0122,1
ISIN,ID-005366,645182.1195,537813.3716,HTM,2,9,4,0.3682,12/29/2032,3,2,1700809.173,288420.2661,3
ISIN,ID-005367,726008.7697,500770.8971,EQ,1,10,1,0.8514,3/18/2026,2,1,1098116.628,207138.7569,1
ISIN,ID-005368,1164870.871,492128.1469,EQ,1,3,4,,1/23/2034,2,1,1501287.986,219375.8334,2
INTERNAL,ID-005369,941695.0943,638271.8459,HTM,2,11,3,0.3073,6/1/2017,3,2,1354889.753,257909.6188,1
INTERNAL,ID-005370,583265.7193,298498.3421,HTM,1,11,4,0.5063,7/26/2003,3,1,1365608.806,212339.2635,3
ISIN,ID-005371,786010.4784,516916.9002,HTM,2,4,3,0.6577,4/18/2016,3,1,1127188.628,328467.1356,2
SEDOL,ID-005372,1010326.588,573280.6016,EQ,2,9,4,0.5119,6/21/2023,6,2,1209263.829,247919.317,1
CUSIP,ID-005373,702068.2527,593896.6913,EQ,1,2,3,0.3167,7/7/2029,4,2,1021990.754,386510.5368,1
INTERNAL,ID-005374,579887.2844,643463.2494,EQ,1,11,5,0.4773,6/9/2034,3,1,1477395.748,224579.7603,1
CUSIP,ID-005375,746937.1842,481921.2707,AFS,1,2,5,0.5692,10/4/2031,5,1,1512651.175,222572.9305,3
ISIN,ID-005376,604833.9953,475109.1327,HTM,2,8,3,0.5761,4/30/2011,5,2,1568227.296,204772.3069,2
SEDOL,ID-005377,552843.5245,627329.8233,AFS,1,1,4,0.5726,12/19/2022,5,1,1129701.356,240536.6123,1
CUSIP,ID-005378,606716.8204,581297.1035,EQ,2,1,2,0.8066,6/18/2017,5,1,1150299.422,235740.1946,2
SEDOL,ID-005379,708653.3425,609857.9686,HTM,1,3,1,0.9531,2/5/2019,3,1,1181492.932,302627.9241,2
SEDOL,ID-005380,667297.6923,505063.9677,AFS,2,1,2,0.8501,5/28/2004,4,1,1292355.697,316205.0868,2
SEDOL,ID-005381,732730.6755,434612.8637,HTM,2,10,5,0.6214,6/30/2017,4,1,,341223.3334,3
ISIN,ID-005382,782302.7415,437494.6112,HTM,2,8,2,0.866,3/9/2011,2,1,1747309.673,212075.5112,3
CUSIP,ID-005383,626982.741,427625.5283,HTM,2,2,5,0.4432,11/4/2018,5,1,1033412.537,272804.1252,3
ISIN,ID-005384,554605.8981,399114.5942,HTM,2,10,1,0.8034,9/26/2018,1,2,1179952.867,218537.7553,1
ISIN,ID-005385,954461.1151,,EQ,1,4,5,0.5361,,6,2,1183255.177,219528.9112,1
SEDOL,ID-005386,807022.6204,680895.4495,EQ,1,7,1,0.6277,11/2/2021,6,2,1040452.496,438290.2944,1
CUSIP,ID-005387,667374.1925,480948.6712,AFS,2,4,1,0.1782,4/9/2025,2,1,1129945.651,,1
INTERNAL,ID-005388,720651.9856,483570.8547,EQ,1,11,4,0.4401,9/9/2031,2,2,1413479.382,220964.4852,2
INTERNAL,ID-005389,701985.5054,693981.6583,HTM,1,1,2,0.6592,5/24/2014,3,1,1288812.151,289174.8646,2
CUSIP,ID-005390,560598.926,607357.657,HTM,2,9,3,0.2068,1/24/2003,6,1,1189028.058,312941.181,3
CUSIP,ID-005391,967647.9668,416899.4146,EQ,1,7,4,0.686,8/21/2000,1,1,1197820.082,234072.4726,1
INTERNAL,ID-005392,990971.1309,596822.0402,EQ,2,10,3,0.4217,6/24/2017,5,2,1025184.448,320785.6275,2
INTERNAL,ID-005393,521109.0778,513802.9067,EQ,2,10,3,0.4732,8/3/2009,1,1,1498114.441,220926.7781,1
CUSIP,ID-005394,678696.7255,439527.0612,EQ,2,11,3,0.082,,1,2,1696539.327,359378.1614,2
ISIN,ID-005395,641969.6095,611673.56,AFS,2,1,4,0.1184,4/1/2020,5,2,1241370.942,211840.9351,1
INTERNAL,ID-005396,1007105.425,486965.3204,HTM,2,3,4,0.8522,10/21/2017,5,1,1042502.211,412172.1292,1
ISIN,ID-005397,567583.7236,470443.3758,HTM,2,9,4,0.3563,4/15/2020,5,2,1244023.974,223218.1067,2
INTERNAL,ID-005398,948692.2977,416523.7925,HTM,2,4,1,0.6712,3/9/2033,1,2,1971210.577,236052.6961,2
ISIN,ID-005399,624766.2219,433092.7124,AFS,2,8,4,0.2966,8/26/2016,6,2,1321044.711,219649.2337,2
ISIN,ID-005400,685127.6908,372424.2384,HTM,1,2,1,0.7183,11/10/2012,6,2,1455197.21,208607.9313,1
SEDOL,ID-005401,595190.5886,579715.3106,EQ,1,7,3,0.737,10/10/2032,2,2,1100955.439,246171.7431,2
SEDOL,ID-005402,914920.2885,381024.7511,HTM,2,5,4,0.1241,8/15/2023,4,2,1232798.87,237515.8733,3
ISIN,ID-005403,604224.7725,549127.7486,AFS,1,11,3,0.3578,4/24/2023,4,2,1276796.653,205279.7629,3
CUSIP,ID-005404,575114.3793,503194.7471,AFS,2,1,2,0.9055,1/11/2014,6,2,1152703.633,329589.4066,2
SEDOL,ID-005405,578403.5467,493450.3939,EQ,1,10,5,0.5774,10/21/2023,3,2,1029599.092,225433.4136,2
CUSIP,ID-005406,906552.022,527427.5853,AFS,1,9,5,0.1862,3/11/2027,5,1,1179721.502,263984.1353,1
SEDOL,ID-005407,634942.906,578235.4364,HTM,1,2,1,,5/2/2034,6,2,1719638.184,225684.2837,1
ISIN,ID-005408,552474.5511,763269.212,EQ,2,1,2,0.073,,1,2,1060074.704,255823.7433,2
CUSIP,ID-005409,618895.7949,484936.5355,AFS,2,7,3,0.5291,11/9/2007,3,1,,438994.6506,3
INTERNAL,ID-005410,616882.3129,523635.0857,AFS,1,9,2,0.5842,10/30/2024,6,2,1219416.265,278691.178,1
SEDOL,ID-005411,589111.5076,460075.7166,AFS,1,1,3,0.2012,10/25/2008,2,2,1084620.771,233599.8141,1
SEDOL,ID-005412,743574.5462,437548.2507,AFS,2,5,3,0.8594,1/8/2007,1,2,1070678.18,245930.6195,1
SEDOL,ID-005413,680994.0475,663838.491,EQ,2,8,2,0.0153,4/23/2023,1,2,1269671.419,274451.5542,3
INTERNAL,ID-005414,701914.0158,244849.9236,HTM,2,9,3,0.5433,6/30/2027,4,1,1050142.654,223519.0802,2
SEDOL,ID-005415,593947.1553,605017.6762,EQ,2,1,1,0.6193,10/1/2028,2,1,1262895.662,321034.7612,3
SEDOL,ID-005416,674663.497,697228.8102,AFS,2,2,2,0.1634,9/11/2015,2,2,1042413.511,278836.6945,3
CUSIP,ID-005417,558592.4578,464587.6451,EQ,2,8,1,0.5485,9/26/2021,2,1,1083951.925,439072.4482,2
SEDOL,ID-005418,589510.3445,613740.4585,EQ,1,1,1,0.0703,6/7/2009,4,2,1388085.098,219142.7103,1
CUSIP,ID-005419,585418.9255,431050.3274,AFS,1,1,3,0.1293,9/15/2022,1,2,1143308.184,214867.0471,2
ISIN,ID-005420,589409.197,326339.115,HTM,2,6,1,0.1056,3/30/2030,2,2,1366730.872,285685.7959,3
SEDOL,ID-005421,700196.92,555979.3481,EQ,2,9,5,0.5485,6/25/2035,1,2,1256529.834,216389.1314,2
SEDOL,ID-005422,613031.825,400766.6245,AFS,2,4,3,0.513,2/11/2022,5,2,1267360.812,306144.8821,2
SEDOL,ID-005423,736318.0772,336910.4145,HTM,1,4,4,0.441,7/25/2030,5,1,1124842.246,235069.7833,2
SEDOL,ID-005424,783570.6642,567637.4789,AFS,2,5,5,0.0463,1/10/2033,1,2,1174352.714,233626.9707,3
SEDOL,ID-005425,1301503.086,582357.1437,EQ,2,1,4,0.9842,8/29/2032,4,2,2014566.575,224436.5498,2
SEDOL,ID-005426,912017.1453,423224.9986,AFS,2,2,3,0.6754,2/12/2020,6,1,1407901.951,270359.4561,1
ISIN,ID-005427,519574.4229,607116.1388,AFS,1,3,2,0.9949,11/28/2007,5,2,1165186.558,,1
INTERNAL,ID-005428,960291.3662,510134.4858,EQ,1,3,3,0.4288,4/3/2010,6,1,1749211.445,,3
ISIN,ID-005429,660974.5583,285569.1297,EQ,1,4,5,0.1942,7/5/2022,5,1,1214010.764,239193.7428,1
ISIN,ID-005430,993245.9205,424453.1091,AFS,1,7,4,0.4076,10/1/2014,2,2,1719432.132,364724.5961,2
ISIN,ID-005431,642634.4074,394399.0054,AFS,2,1,1,0.7985,2/10/2024,1,2,1290077.443,211644.8812,2
CUSIP,ID-005432,1064518.563,556954.1745,HTM,1,1,1,0.0769,9/6/2011,1,2,1279224.513,272554.2516,3
CUSIP,ID-005433,574762.6724,564769.6697,AFS,1,10,4,0.9489,3/30/2027,5,1,1086593.406,352489.3943,1
ISIN,ID-005434,618286.5685,594676.4406,AFS,1,3,2,0.6278,7/18/2005,5,2,1258403.221,220637.1547,2
CUSIP,ID-005435,739825.2656,482271.2994,HTM,2,3,3,0.5707,6/26/2006,1,1,-864028.2226,211296.3022,3
INTERNAL,ID-005436,553678.2492,410822.8917,AFS,1,9,1,0.7687,12/27/2009,6,1,1215349.835,240337.3416,3
SEDOL,ID-005437,999972.0214,394306.3103,HTM,1,5,5,0.7943,12/28/2026,2,2,1307613.216,223869.9668,1
INTERNAL,ID-005438,796934.1484,256148.6051,HTM,1,3,1,0.1329,1/6/2030,4,2,1153532.044,268060.2083,2
CUSIP,ID-005439,713394.9584,418882.9038,EQ,2,3,4,0.7004,8/4/2014,5,1,1208602.697,234664.1498,1
CUSIP,ID-005440,587098.7905,458837.7892,EQ,2,10,3,0.4226,7/19/2004,1,2,1507639.609,366967.9281,1
INTERNAL,ID-005441,699022.3605,779816.6826,EQ,2,7,1,0.5549,5/27/2020,4,2,1242425.576,293601.8968,1
ISIN,ID-005442,589763.4331,518233.8931,AFS,1,11,5,0.1451,5/6/2017,2,1,1124393.737,226381.5161,1
SEDOL,ID-005443,629217.3085,379234.8002,AFS,2,11,1,0.5715,8/23/2009,6,2,1308015.602,317251.9086,3
CUSIP,ID-005444,718610.817,455675.5263,HTM,1,10,4,0.9868,8/13/2005,6,1,1683121.429,254538.3729,3
CUSIP,ID-005445,725185.9062,508326.9154,AFS,2,7,3,0.7071,2/26/2009,2,1,1291795.207,203510.2355,3
ISIN,ID-005446,711105.3123,621096.5948,EQ,2,1,5,0.6925,2/11/2034,2,1,1194837.232,254721.235,1
ISIN,ID-005447,608858.6944,438083.819,AFS,1,6,2,0.2608,9/28/2009,3,2,1153007.016,431438.4498,3
CUSIP,ID-005448,824946.5091,517383.5003,HTM,2,2,1,0.4917,1/18/2026,5,1,1595363.857,345529.3056,1
CUSIP,ID-005449,569500.0266,440120.8728,HTM,1,6,2,0.6373,9/8/2018,6,2,1169497.843,348067.6268,3
SEDOL,ID-005450,723281.2727,438133.93,EQ,2,3,4,0.8526,1/3/2014,2,2,1331150.983,286570.5307,2
INTERNAL,ID-005451,641119.4943,625818.652,HTM,2,6,2,0.7669,6/8/2020,2,1,1371373.938,226268.2287,2
ISIN,ID-005452,784319.9584,449688.0944,AFS,2,2,3,0.2931,12/30/2030,6,1,1047454.368,279837.1081,2
CUSIP,ID-005453,620604.2104,466042.487,HTM,1,2,4,0.0453,9/28/2032,6,1,1087453.335,233333.3325,3
SEDOL,ID-005454,665107.1693,587363.9518,AFS,2,4,2,0.1183,3/16/2016,1,2,1235903.592,245304.2102,3
ISIN,ID-005455,633256.6697,472945.6337,EQ,1,5,2,0.9186,4/9/2035,6,2,1080111.909,305413.1651,3
ISIN,ID-005456,705683.5145,441714.3492,HTM,1,5,1,0.947,8/29/2006,3,2,1472825.554,291163.5855,3
CUSIP,ID-005457,723927.9262,425771.2821,HTM,2,1,1,0.3242,8/7/2023,1,2,1030339.042,436839.0481,1
ISIN,ID-005458,951750.9923,369898.0655,AFS,2,2,5,0.1243,5/5/2028,1,1,1359988.285,287121.3207,2
ISIN,ID-005459,640806.1566,408139.8995,HTM,2,7,3,0.2776,9/18/2018,6,1,1180782.777,255483.6199,3
ISIN,ID-005460,780160.0633,518979.562,HTM,2,8,4,0.3605,,3,2,1369743.335,222574.6484,3
INTERNAL,ID-005461,771523.6334,580388.0923,EQ,2,7,3,0.7676,5/5/2026,5,1,1247996.159,257695.1877,1
CUSIP,ID-005462,583993.5882,562155.3969,EQ,2,10,5,0.2157,,6,1,1255513.029,257136.5751,2
SEDOL,ID-005463,709940.2541,585397.0541,EQ,2,2,1,0.8863,8/1/2015,5,1,1526675.767,209458.8732,1
SEDOL,ID-005464,889203.7013,393468.1755,HTM,2,5,1,0.4532,3/28/2031,6,1,1065728.611,256013.9895,1
CUSIP,ID-005465,722670.6539,607141.249,EQ,1,10,5,0.2828,12/19/2028,2,1,1162812.762,223028.2684,3
SEDOL,ID-005466,572882.2955,468922.3434,AFS,1,8,4,0.338,2/19/2008,1,1,1106783.035,217529.2334,1
ISIN,ID-005467,729961.6386,729364.7841,HTM,2,2,1,0.8202,8/8/2025,4,1,1249774.618,274627.983,1
INTERNAL,ID-005468,721408.2443,390428.6691,HTM,1,2,2,0.5996,9/30/2000,2,1,1033503.363,248558.9004,1
ISIN,ID-005469,543825.0289,635660.2576,HTM,1,1,2,0.7852,10/4/2022,5,1,1367897.229,368377.1437,1
INTERNAL,ID-005470,1180189.373,539586.3077,AFS,1,10,2,,1/11/2009,1,1,1191783.484,218503.1176,2
INTERNAL,ID-005471,745944.637,514261.1662,AFS,2,1,3,0.634,1/3/2014,2,2,1131950.582,272850.5632,3
CUSIP,ID-005472,853614.564,,HTM,1,1,3,0.0013,1/31/2021,2,1,1925039.057,243233.3063,3
SEDOL,ID-005473,781673.9378,464605.7833,EQ,2,7,1,0.3696,12/23/2021,1,2,1052031.819,294773.8146,2
ISIN,ID-005474,596979.8074,437267.6878,EQ,1,6,2,0.9256,3/19/2023,6,2,1388792.831,228839.073,2
